sl_no,project_code,legacy_ocms_code,pmgid,project_name,state,implementing_agency,start_date,original_completion_date,revised_completion_date,original_cost,revised_cost,cumulative_expenditure,physical_progress,reporting_period,source_filename
535,705253,,,Kurnool Coach Midlife Rehabilitation Project,Andhra Pradesh,South Central Railway [SCR] - II,2016-05,2020-12,2026-12,563,560.72,959.27,75.01,2026-05,FlashReport_May2026.pdf
536,705436,220100265,1800,Kotapalli - Narasapur New Line,Andhra Pradesh,South Central Railway [SCR] - II,2009-03,2028-03,2028-03,2501,2501,1417.7,30.02,2026-05,FlashReport_May2026.pdf
537,705633,N22000368,1799,Guntur-Guntakal Doubling Project,Andhra Pradesh,South Central Railway [SCR] - II,2017-03,2025-12,2026-12,3733,4295,5552.65,94.05,2026-05,FlashReport_May2026.pdf
538,705648,N22000369,1873,Vijaywada-Gudur 3rd Line,Andhra Pradesh,RVNL - II,2016-08,2024-11,2026-03,6654,6654,6181.65,96,2026-05,FlashReport_May2026.pdf
539,618986,,10768,Furkating-New Tinsukia[194 Km],Assam,Northeast Frontier Railway [NFR],2025-09,2029-06,,3633.58,3633.58,0,0,2026-05,FlashReport_May2026.pdf
540,705572,N22000388,1796,Doubling of New Bonggigaon to Kamakhya via Goalpara - 176 km,Assam,Northeast Frontier Railway [NFR],2016-09,2026-03,2026-03,4060,4961,3831.06,95.16,2026-05,FlashReport_May2026.pdf
541,706922,,3221,Guwahati-Dibrugarh via Tinsukia & Simaluguri-Dibrugarh,Assam,Central Organisation for Railway Electrification (CORE,2020-09,2020-09,2024-06,890.36,889.36,391.73,89,2026-05,FlashReport_May2026.pdf
542,706940,,,"Mariani-Jorhat, Tinsukia-Dangri and Makum -TirapTrack Electrification Project",Assam,GM/C/ NFR,2018-09,2024-05,,183.99,183.99,0,0,2026-05,FlashReport_May2026.pdf
543,706942,,,Harmuty-Murkongselek Branch Line Electrification Project,Assam,GM/C/ NFR,2018-09,2024-05,,237.52,237.52,0,0,2026-05,FlashReport_May2026.pdf
544,400254,,1731,Sakri -Hasanpur [via Harnagar - Kusheshwar Asthan] New Railway line,Bihar,East Central Railway [ECR] - I,2023-12,2024-12,2027-03,735.2,735.2,589.37,84.2,2026-05,FlashReport_May2026.pdf
545,617231,,9908,Construction of Bulb line at Nabinagar Ankorah of East Central Railway,Bihar,East Central Railway [ECR] - I,2024-06,2028-06,,611.74,611.74,0,0,2026-05,FlashReport_May2026.pdf
546,617239,,9904,Doubling of Narkatiaganj Raxaul Sitamarhi Darbhanga & Sitamarhi Muzaffarpur 256 KM,Bihar,East Central Railway [ECR] - I,2024-11,2029-11,,4079.95,4079.95,9.31,0,2026-05,FlashReport_May2026.pdf
547,705364,220100257,1883,Khagaria-Kusheshwar Asthan [42Km] new line project,Bihar,East Central Railway [ECR] - I,2019-04,2024-12,2027-03,614,1384.16,491.56,55.7,2026-05,FlashReport_May2026.pdf
548,705366,220100303,1729,Hajipur-Sagauli New line,Bihar,East Central Railway [ECR] - I,2007-10,2020-03,2027-06,2067,2087,2115.74,75.5,2026-05,FlashReport_May2026.pdf
549,705368,N22000177,2265,Araria Supaul New BG Line,Bihar,East Central Railway [ECR] - I,2018-06,2024-03,2027-01,1605,2514,1725.95,46.9,2026-05,FlashReport_May2026.pdf
550,705373,N22000476,2260,"Fatuha-Islampur incl. MM for extn.of NL from Neora to Daniawan , Daniawan to Biharsharif, Biharsharif to Barbigha , Barbigha to Shekhpura",Bihar,East Central Railway [ECR] - I,2002-08,2023-03,2025-08,1473,2882,2712.19,98.2,2026-05,FlashReport_May2026.pdf
551,705450,N22000207,1904,Jogbani-Biratnagar New Rail Line project,Bihar,Indian Railway Construction International Limited [IRCON],2010-06,2022-03,2026-12,402,486,369.48,86.5,2026-05,FlashReport_May2026.pdf
552,705526,N22000329,2308,Samastipur-Darbhanga Doubling Railway Project,Bihar,East Central Railway [ECR] - I,2015-11,2025-03,2025-10,519,519,409.48,100,2026-05,FlashReport_May2026.pdf
553,705527,N22000472,2309,Sagauli-Valmiknagar,Bihar,East Central Railway [ECR] - I,2018-03,2025-12,2025-12,1216,2222,2102.51,93,2026-05,FlashReport_May2026.pdf
554,705528,N22000473,2310,Muzaffarpur-Sugauli,Bihar,East Central Railway [ECR] - I,2018-03,2024-06,2026-06,1586,1586,1499.23,99,2026-05,FlashReport_May2026.pdf
555,706759,N22000350,1753,Rampur Dumra-Tal-Rajendrapul Additional Bridge and Railway Line Doubling,Bihar,Indian Railway Construction International Limited [IRCON],2016-03,2024-12,2025-12,2373.64,1700.24,1581.96,98.5,2026-05,FlashReport_May2026.pdf
556,706860,N22000524,9923,Barauni-Bachwara [16 km] - 3rd & 4th line incl. Barauni yard remodelling [32 km],Bihar,East Central Railway [ECR] - I,2022-10,2025-08,2026-10,645,645,54.13,56.9,2026-05,FlashReport_May2026.pdf
557,900874,,9901,JHAJHA - BATIA,Bihar,East Central Railway [ECR] - I,2023-03,2028-03,2030-01,588.18,588.18,2.38,0.1,2026-05,FlashReport_May2026.pdf
558,400220,N22000489,2094,Kharsia-Dharamjaygarh with Spur line [East Corridor-Phase 1],Chhattisgarh,Indian Railway Construction International Limited [IRCON],2016-03,2018-09,2026-12,3055,3798.06,2730.19,95.15,2026-05,FlashReport_May2026.pdf
559,400291,N22000318,1456,Doubling of Kirandul-Jagdalpur Line [150 km],Chhattisgarh,East Coast Railway [ECoR] - II,2013-02,2020-03,2027-04,1589,1798,1656.54,97.6,2026-05,FlashReport_May2026.pdf
560,602792,N22000572,9922,Gauge Conversion of Kendri-Dhamtari including Abhanpur - Rajim Branch line 67.20 Kms - 2nd Material Modification to Raipur Titlagarh doubling.,Chhattisgarh,SECR,2011-07,2025-02,2026-06,1171,1171,420.67,100,2026-05,FlashReport_May2026.pdf
561,612815,N22000573,,4th line between Nipania Bhatapara 14.4 Km,Chhattisgarh,South East Central Railway [SECR] - II,2022-12,2027-03,,170.49,170.49,9.56,15,2026-05,FlashReport_May2026.pdf
562,617200,,7527,KHARSIA- NAYA RAIPUR-PARMALKASA 5th and 6th Line [278KM],Chhattisgarh,CAO/C/SECR,2025-04,2031-03,,7853.84,7853.84,0.64,0,2026-05,FlashReport_May2026.pdf
563,617374,N22000602,,"Dallirajhara - Rowghat New Rail Line Project, Phase-I",Chhattisgarh,Rail Vikas Nigam Limited,2009-07,2025-03,2026-02,1516.45,1881.26,2143.72,98,2026-05,FlashReport_May2026.pdf
564,705433,,386,Dallirajhra- Rowghat New Railway Line - Phase I [95 km],Chhattisgarh,Rail Vikas Nigam Limited,2009-07,2025-09,2025-12,1628,1628,1440.85,82,2026-05,FlashReport_May2026.pdf
565,705444,,2095,Gevra Road-Pendra Road New Railway Line [135 km],Chhattisgarh,Indian Railway Construction International Limited [IRCON],2014-04,2022-03,2026-12,4970,7448.52,5212.72,83,2026-05,FlashReport_May2026.pdf
566,706854,N22000580,,Boridand - Ambikapur Doubling Line Project,Chhattisgarh,South East Central Railway [SECR] - II,2022-06,2030-06,2030-06,1376,1576.72,290.16,28,2026-05,FlashReport_May2026.pdf
567,709815,N22000574,,4TH LINE - BHATAPARA-HATHBAND [8.8 KM] [PB-72/NR/2022-23],Chhattisgarh,SECR,2022-09,2027-01,2027-12,177.03,177.03,12.3,18,2026-05,FlashReport_May2026.pdf
568,709816,N22000575,,4TH LINE - BHILAI-BHILAI NAGAR [8.8 KM] [PB-72/NR/2022-23],Chhattisgarh,SECR,2022-09,2027-02,2027-02,177.34,177.34,3.42,9,2026-05,FlashReport_May2026.pdf
569,709817,N22000576,,4TH LINE - DADHAPARA-BELHA [9.2 KM] [PB-72/NR/2022-23],Chhattisgarh,SECR,2022-09,2026-11,2026-11,169.06,169.06,22.79,66,2026-05,FlashReport_May2026.pdf
570,709818,N22000577,,4TH LINE RAJNANDGAON-DONGARHGARH [31.2 KM] [PB-72/NR/2022-23],Chhattisgarh,SECR,2022-09,2027-01,2027-01,328.34,328.34,87.49,35,2026-05,FlashReport_May2026.pdf
571,709819,N22000579,,3RD AND 4TH LINE - SARAGBUNDIA AND MADWARANI,Chhattisgarh,SECR,2022-09,2026-12,2026-12,167.64,167.64,26.52,10,2026-05,FlashReport_May2026.pdf
572,613785,,6133,Redevelopment of New Delhi Railway Station and construction of associated infrastructure,Delhi,Rail Land Development Authority,2023-01,2028-12,,4744,4744,332.08,5,2026-05,FlashReport_May2026.pdf
573,617379,,,Development of New Bijwasan Railway Terminal,Delhi,Northern Railways,2008-02,2020-03,2026-12,446.21,446.21,556.36,80,2026-05,FlashReport_May2026.pdf
574,705583,N22000281,2336,Anand Vihar-Tilak Bridge 3rd & 4th line,Delhi,CAO/C/NR,2013-03,2023-03,2027-12,667,667,324.17,23,2026-05,FlashReport_May2026.pdf
575,706865,,6111,Chandargaon - Cansaulium Rail Flyover Project [16 Km],Goa,South Western Railway [SWR] - II,,2031-03,,1892,1892,0,0,2026-05,FlashReport_May2026.pdf
576,611918,,,Kosamba Umarpada 70 Km,Gujarat,PCE/WR,2023-07,2027-03,,468,468,44.62,9,2026-05,FlashReport_May2026.pdf
577,611943,N22000550,,New Broad Gauge line between Naliya to Jakhau Port,Gujarat,Western Railway [WR] - II,2023-02,2028-01,2028-02,410.26,410.26,11.3,5,2026-05,FlashReport_May2026.pdf
578,611945,N22000538,,Petlad Bhadran 23 Kms,Gujarat,Western Railway,2022-05,2030-05,2030-05,307.11,307.11,18.9,17,2026-05,FlashReport_May2026.pdf
579,611970,N22000540,5448,Samlaya Timba Road 54 km,Gujarat,PCE/WR,2023-02,2030-03,2030-03,670.17,670.17,47.46,12,2026-05,FlashReport_May2026.pdf
580,611971,N22000541,,Samni Jambusar 24 km,Gujarat,PCE/WR,2022-05,2030-03,2030-03,350,349.93,80.49,31,2026-05,FlashReport_May2026.pdf
581,611974,,5449,Western Railway Samakhiali Gandhidham Quadrupiling 53 Kms,Gujarat,Western Railway [WR] - II,2023-08,2026-12,2027-12,1430,1430,582.1,45,2026-05,FlashReport_May2026.pdf
582,611977,,,Dahod Creation of Infrastructure facilities for 9000 HP Electric locomotives Manufacturing at,Gujarat,PCE/WR,2022-05,2025-02,,487,487,222.88,53,2026-05,FlashReport_May2026.pdf
583,611978,,,Dahod Rolling Stock Workshop Provision of Infrastructure for CBS at,Gujarat,PCE/WR,2022-11,2025-03,,158,158,51.87,10,2026-05,FlashReport_May2026.pdf
584,611979,,,Sabarmati Setting up of Maintenance Facilities for Train Sets Phase ii,Gujarat,Western Railway [WR] - II,2023-01,2025-06,2026-05,250,250,185.02,88,2026-05,FlashReport_May2026.pdf
585,612072,N22000532,5465,4th LINE BETWEEN BAREJADI NANDEJ-SANAND-AHMEDABAD BYPASS,Gujarat,Western Railway WR - II,2023-02,2027-03,2028-07,961.67,961.67,519.8,22,2026-05,FlashReport_May2026.pdf
586,613786,,6134,"Redevelopment of Ahmedabad railway station and associated infrastructure on engineering, procurement and construction mode",Gujarat,Rail Land Development Authority,2023-01,2028-03,,2379,2379,984.21,32.5,2026-05,FlashReport_May2026.pdf
587,616983,,,Kosamba Umarpada GC PROJECT,Gujarat,Ministry of Railways-,2023-07,2027-06,,467.58,467.58,70.54,16,2026-05,FlashReport_May2026.pdf
588,617880,,10790,Desalpar-Hajipir-Luna and Vayor-Lakhpat New Line,Gujarat,Western Railway [WR] - II,2025-09,2028-09,,2526.47,2526.47,0,0,2026-05,FlashReport_May2026.pdf
589,618972,,10792,Devbhumi Dwarka [Okha] - Kanalus Doubling,Gujarat,Western Railway [WR] - II,2025-12,2028-12,,1456.77,1456.77,0.28,0,2026-05,FlashReport_May2026.pdf
590,705458,N22000142,1781,Miyagam-Karjan-Dabhoi-Samlaya [GC],Gujarat,Western Railway [WR] - II,2017-01,2021-03,2026-12,483.88,1039.13,723.52,45,2026-05,FlashReport_May2026.pdf
591,706757,N22000622,,Modasa-Shamlaji Road Railway Line Project,Gujarat,Western Railway WR - II,2012-09,2025-03,2026-03,262,262,387.82,64,2026-05,FlashReport_May2026.pdf
592,706763,N22000535,3803,Rajkot - Kanalus Doubling Project [111.2 Kms],Gujarat,Western Railway WR - II,2021-10,2026-10,2026-06,1080.58,1080.58,958.41,81,2026-05,FlashReport_May2026.pdf
593,709812,N22000539,,NADIAD-PETLAD [37.26 KM],Gujarat,Railway,2022-05,2030-06,2030-06,461.91,461.91,186.9,8,2026-05,FlashReport_May2026.pdf
594,709813,N22000551,,NEW BG LINE INTERSECTION [5 NOS] BETWEEN GERATPUR-SANAND & BOTAD-AHMEDABAD [16.51 KM],Gujarat,Western Railway [WR] - II,2022-10,2028-06,2027-10,437.21,437.21,117.95,22,2026-05,FlashReport_May2026.pdf
595,611884,N22000604,,Bhiwani - Dobh Bahali Doubling Project [42.30 Km],Haryana,North Western Railway [NWR],2023-02,2028-02,2028-02,471,471,273.41,73,2026-05,FlashReport_May2026.pdf
596,617372,,,Doubling between Pradhankunta-Patherih-Bhojudih of East Central Railway,Jharkhand,East Central Railway [ECR] - I,2022-11,2025-12,2026-03,349.22,349.22,145.57,72,2026-05,FlashReport_May2026.pdf
597,617832,,10780,Koderma-Arigada Doubling 133.38 Km of East Central Railway,Jharkhand,East Central Railway [ECR] - I,2025-06,2029-12,,2887.11,2887.11,0.1,0,2026-05,FlashReport_May2026.pdf
598,705747,,2266,Parasnath-Madhuban-Giridih new line,Jharkhand,East Central Railway [ECR] - I,2019-03,2024-03,2026-03,902.86,902.86,0,0.1,2026-05,FlashReport_May2026.pdf
599,705765,N22000611,2019,Gomoh - Flyover for DN trains,Jharkhand,East Central Railway [ECR] - I,2018-01,2026-03,2026-03,686,686,634.71,66.7,2026-05,FlashReport_May2026.pdf
600,705785,N22000508,2397,Lodhma - Piska - Link Line bypassing Hatia/Ranchi with Y connection,Jharkhand,South Eastern Railway [SER] - I,2021-08,2026-06,2027-05,473,473,349.31,10,2026-05,FlashReport_May2026.pdf
601,706837,N22000529,,Pradhan Kuntha Jn Line Doubling Project,Jharkhand,East Central Railway [ECR] - I,2022-11,2027-11,2027-11,349.22,349.22,145.57,72,2026-05,FlashReport_May2026.pdf
602,400023,N22000558,4449,Construction of New BG line between Hassan to Belur [27 Km],Karnataka,South Western Railway [SWR] - II,2019-03,2028-04,2030-03,749,749,0.94,0,2026-05,FlashReport_May2026.pdf
603,703585,N22000543,,Yeshvanthpur - Channasandra Doubling Project [21.70 Km],Karnataka,Karnataka Rail Infrastructure Development Company Limited [K-RIDE],2019-04,2024-03,2026-03,314.1,683.57,173.5,56.8,2026-05,FlashReport_May2026.pdf
604,705434,,885,New Railway Line between Ginigera and Raichur [165.57 km],Karnataka,South Western Railway [SWR] - II,2008-03,2019-03,2027-03,2565,3034.98,2373.6,70.5,2026-05,FlashReport_May2026.pdf
605,705464,,6110,Bangalore-Satyamanglam New Line Project [260 Km] - Part Hejjala - Chamarajanagar [142 Km],Karnataka,South Western Railway [SWR] - II,1999-02,2031-12,,1382.78,1382.78,0,0,2026-05,FlashReport_May2026.pdf
606,705490,N22000299,1541,Gadag-Wadi New Railway Line [257 km],Karnataka,South Western Railway [SWR] - II,2013-04,2027-03,2027-12,2842,6700,1613.49,40,2026-05,FlashReport_May2026.pdf
607,705492,N22000486,2227,Kadur - Chickamagalur - Sakleshpur [93km],Karnataka,South Western Railway [SWR] - II,2014-01,2025-06,2025-12,825,825,781.94,84.5,2026-05,FlashReport_May2026.pdf
608,705493,,652,Hubli-Ankola New Line Project [164.44 km],Karnataka,South Western Railway [SWR] - II,1999-01,2005-03,2030-03,5174,5174,178.42,4.7,2026-05,FlashReport_May2026.pdf
609,705495,N22000258,1778,Bagalkot-Kudachi New Railway Line [142 km],Karnataka,South Western Railway [SWR] - II,2013-10,2027-03,2027-01,1378,1649,808.56,36.3,2026-05,FlashReport_May2026.pdf
610,705496,N22000256,1531,Tumkur-Chitradurga-Davangere New Rail Line Project [191 km],Karnataka,South Western Railway [SWR] - II,2013-10,2019-03,2027-12,1876,1876,613.6,15.8,2026-05,FlashReport_May2026.pdf
611,705663,N22000621,3892,Bangalore-Whitefield-Bangalore City-Krishnarajapuram [23.08 km] - Quadrupling,Karnataka,South Western Railway [SWR] - II,2018-02,2026-02,2026-02,493,493,345.82,85.8,2026-05,FlashReport_May2026.pdf
612,705761,N22000559,3292,SHIMOGA - SHIKARIPURA - RANEBENNUR [96 Km],Karnataka,South Western Railway [SWR] - II,2019-09,2027-12,2028-06,1454,1454,111.67,13.8,2026-05,FlashReport_May2026.pdf
613,705762,,6107,Construction of New BG line between Hassan [Alur] to Belur [ Km 27.34],Karnataka,South Western Railway [SWR] - II,2019-06,2027-04,2027-12,748.86,748.86,1.15,0.3,2026-05,FlashReport_May2026.pdf
614,705941,,5237,Bangalore Suburban Railway Project,Karnataka,Karnataka Rail Infrastructure Development Company Limited [K-RIDE],2020-10,2026-12,2030-03,15767,15767,3277.99,20.02,2026-05,FlashReport_May2026.pdf
615,706835,N22000557,3384,Belgaum-Dharwad via Kittur [73.10Km],Karnataka,South Western Railway [SWR] - II,2020-09,2027-12,2029-03,1591,1591,0.38,0,2026-05,FlashReport_May2026.pdf
616,705638,N22000620,1717,Kumbalam-Turavur doubling project [15.59 Km],Kerala,Ministry of Railways,2023-04,2027-03,2027-03,813,802.8,127.64,33,2026-05,FlashReport_May2026.pdf
617,705639,N22000619,1716,Ernakulam-Kumbalam doubling project [7.71 Km],Kerala,SR-ERS,2023-04,2028-03,2027-02,601,595.39,309.85,25.5,2026-05,FlashReport_May2026.pdf
618,705480,220100232,1208,"Lalitpur-Satna, Rewa-Singrauli & Mahoba-Khajuraho",Madhya Pradesh,North Central Railway,2007-01,2027-03,2027-12,8914,8914,6889.55,74,2026-05,FlashReport_May2026.pdf
619,705659,N22000554,7289,Satna-Rewa Railway Line Doubling Project,Madhya Pradesh,West Central Railway [WCR] - II,2015-11,2026-03,2026-03,500,584,573.8,88,2026-05,FlashReport_May2026.pdf
620,705660,N22000351,1969,Doubling of Katni - Singrauli Railway Line [261 km],Madhya Pradesh,Indian Railway Construction International Limited [IRCON],2016-03,2025-12,2025-12,2445,4377,3360.89,81.2,2026-05,FlashReport_May2026.pdf
621,705661,N22000416,1811,Katni Grade Separator/Bye Pass,Madhya Pradesh,Indian Railway Construction International Limited [IRCON],2016-03,2024-09,2026-09,1248,1248,1850.38,95,2026-05,FlashReport_May2026.pdf
622,705763,N22000601,1941,Indore - Budni New Railway Line [198 kms],Madhya Pradesh,RVNL - II,2019-08,2030-09,2030-09,7474,7474,2617.51,37,2026-05,FlashReport_May2026.pdf
623,705933,N22000536,3802,Nimach-Ratlam Doubling [133 Km],Madhya Pradesh,Western Railway [WR] - II,2021-10,2027-10,2027-10,1095.88,1095.88,1284.91,94,2026-05,FlashReport_May2026.pdf
624,400019,N22000514,4514,DHULE [BORVIHIR] - NARDANA NEW LINE [50.60 KMS],Maharashtra,Central Railway,2019-01,2026-12,2027-09,492.76,1170.83,542.26,25,2026-05,FlashReport_May2026.pdf
625,400271,N22000231,1557,Wardha-Nanded Via Yavatmal New BG Line,Maharashtra,Central Railway [CR] - II,2017-12,2025-03,2026-12,3445,3445,3002.93,50,2026-05,FlashReport_May2026.pdf
626,611751,,5341,AURANGABAD-ANKAI - DOUBLING PROJECT 98.25 Km,Maharashtra,South Central Railway [SCR] - II,2023-05,2027-03,,960.64,960.64,1375.55,2.03,2026-05,FlashReport_May2026.pdf
627,612845,,7616,Gauge Conversion of Pachora-Jamner with Extension upto Malkapur [Bodwad] [84.34 Kms],Maharashtra,Central Railway [CR] - II,2022-08,2028-07,,955.39,955.39,13.98,10,2026-05,FlashReport_May2026.pdf
628,613015,,6128,Redevelopment of Chhatrapati Shivaji Maharaj Terminus [CSMT] and construction of associated infrastructure,Maharashtra,Rail Land Development Authority,2023-04,2027-03,,1813,1813,850.58,24,2026-05,FlashReport_May2026.pdf
629,617201,,7529,Gondia-Balharshah [Chanda Fort] Doubling [240 Km],Maharashtra,South East Central Railway,2025-04,2031-03,,4373.04,4373.04,1.79,2,2026-05,FlashReport_May2026.pdf
630,617215,,7585,Doubling between Parbhani Parli Vaijanath stations 64.71 Km,Maharashtra,South Central Railway [SCR] - II,2023-12,2028-03,,769.93,769.93,197.62,0.2,2026-05,FlashReport_May2026.pdf
631,617361,,,Babupeth - Sasti New Rail Line [13.114 KMs],Maharashtra,CentralRailway,2024-10,2028-03,,362.81,362.81,0.48,0,2026-05,FlashReport_May2026.pdf
632,617364,,,Double Chord line Between Nilaje-Kopar,Maharashtra,CentralRailway,2025-01,2028-07,,338.33,205,29.33,24,2026-05,FlashReport_May2026.pdf
633,705356,220100181,1478,Ahmednagar - Beed - Parli - Vaijnath New Broad Gauge Line Railway Project [261.3 km],Maharashtra,Central Railway [CR] - II,1999-01,2026-03,2026-03,2538.67,4957.27,5210.08,93,2026-05,FlashReport_May2026.pdf
634,705357,N22000615,2255,Baramati Lonand New Line Project,Maharashtra,Central Railway,2016-03,2027-03,2027-03,138.48,1843.9,1021.11,60,2026-05,FlashReport_May2026.pdf
635,705479,N22000480,2276,Wadsa-Gadchiroli,Maharashtra,South East Central Railway,2017-05,2027-03,2027-03,1886,1886,809.56,66,2026-05,FlashReport_May2026.pdf
636,705497,,6638,Wardha - Yavatmal Nanded Railway Line Project,Maharashtra,Central Railways,2008-02,2026-12,,3445.34,4030.69,4043.37,47,2026-05,FlashReport_May2026.pdf
637,705498,N22000233,1782,3rd Line Kalyan - Kasara [67.35 Kilometres],Maharashtra,Central Railway,2015-09,2026-12,2026-12,792.89,1395.79,1082.64,73,2026-05,FlashReport_May2026.pdf
638,705500,N22000250,1784,3rd Line Wardha - Sewagram - Nagpur,Maharashtra,Central Railway [CR] - II,2015-09,2025-12,2026-10,540.02,916.53,842.32,88,2026-05,FlashReport_May2026.pdf
639,705502,N22000356,1775,3rd Line Wardha - Ballarshah [132 Kilometres],Maharashtra,Central Railway [CR] - II,2016-03,2025-12,2026-02,1384.72,2033.59,1829.64,86,2026-05,FlashReport_May2026.pdf
640,705504,N22000360,2304,Doubling of Daund Manmad Line [247.6 km],Maharashtra,Central Railway,2017-10,2025-12,2026-03,2081.27,3267.06,3105.38,92,2026-05,FlashReport_May2026.pdf
641,705505,N22000362,1789,4th Line Wardha - Nagpur [78.7 Kilometres],Maharashtra,Central Railway [CR] - II,2017-04,2025-12,2026-10,637.95,1214.69,1049.42,88,2026-05,FlashReport_May2026.pdf
642,705506,N22000361,1776,3rd Line Manmad - Jalgaon [160 Kilometres],Maharashtra,Central Railway [CR] - II,2017-05,2024-12,2025-11,1035.16,1870,1842.26,100,2026-05,FlashReport_May2026.pdf
643,705735,N22000513,2256,Solapur-tuljapur-Osmanabad,Maharashtra,Central Railway,2018-08,2027-03,2028-03,904.92,3295.74,1245.51,11,2026-05,FlashReport_May2026.pdf
644,705799,N22000629,,Nagpur- Nagbhir Railway Line Gauge Conversion Project,Maharashtra,MRIDC,2019-10,2025-12,2025-12,1400,1400,1472,80,2026-05,FlashReport_May2026.pdf
645,706779,N22000092,1681,Mumbai Urban Transport Project [MUTP] - PHASE II,Maharashtra,Mumbai Rail Vikas Corporation Ltd.[MRVC],2008-05,2014-03,2027-12,8087,8087,7522.09,90,2026-05,FlashReport_May2026.pdf
646,706780,N22000627,3407,Mumbai Urban Transport Project [MUTP] Phase-IIIA,Maharashtra,Mumbai Rail Vikas Corporation Ltd.[MRVC],2019-04,2027-12,2027-12,33690,33690,3741.95,25,2026-05,FlashReport_May2026.pdf
647,706781,,3406,Mumbai Urban Transport Project Phase-III,Maharashtra,Mumbai Rail Vikas Corporation Ltd.[MRVC],2016-11,2022-03,2026-12,10947,10947,6732.2,75,2026-05,FlashReport_May2026.pdf
648,705391,220100288,653,Jiribam-Imphal new line project,Manipur,Northeast Frontier Railway [NFR],2013-03,2026-12,2029-06,14323,21885.9,16226.02,72.7,2026-05,FlashReport_May2026.pdf
649,705396,,651,Byrnihat-Shillong New Rail Line- 108 km,Meghalaya,Northeast Frontier Railway [NFR],2011-04,2021-03,2027-03,8324.28,8342.28,266.12,2.04,2026-05,FlashReport_May2026.pdf
650,705491,N22000308,,Marikuppam - Kuppam New Line Project [23.70 Km],"Multi-States (Andhra Pradesh, Karnataka)",South Western Railway [SWR] - II,2012-04,2026-06,2026-06,297,297,146.45,21.5,2026-05,FlashReport_May2026.pdf
651,705494,N22000279,1555,Rayadurg-Tumkur via Kalyandurg New Line [207 km],"Multi-States (Andhra Pradesh, Karnataka)",South Western Railway [SWR] - II,2008-03,2015-09,2028-02,2496,2496,1941.02,72.5,2026-05,FlashReport_May2026.pdf
652,705610,N22000587,9928,"Renigunta, Wadi & Gooty Bypass Railway Project","Multi-States (Andhra Pradesh, Karnataka)",South Central Railway [SCR] - II,2016-04,2025-12,2026-03,302,543,636.74,89.04,2026-05,FlashReport_May2026.pdf
653,617212,,7543,Doubling between Mudkhed Medchal & Mahbubnagar Dhone section 417.88 Km,"Multi-States (Andhra Pradesh, Maharashtra, Telangana)",South Central Railway [SCR] - II,2023-08,2029-03,2029-08,4686.09,4686.09,640.06,21,2026-05,FlashReport_May2026.pdf
654,400253,N22000409,1747,Vizianagaram - Titlagarh 3rd line [272 Km including By - pass line of 7.68 KM],"Multi-States (Andhra Pradesh, Odisha)",RVNL - II,2016-06,2025-12,2026-12,4803,6669.91,6233.25,98,2026-05,FlashReport_May2026.pdf
655,705512,N22000377,1763,Doubling of Kottavalasa-Koraput Rail Line [189 KM],"Multi-States (Andhra Pradesh, Odisha)",East Coast Railway [ECoR] - II,2015-12,2022-03,2028-03,2500,2500,2217.87,73,2026-05,FlashReport_May2026.pdf
656,400275,N22000085,1549,Tindivanam-Nagari New Line Project [184.5 km],"Multi-States (Andhra Pradesh, Tamil Nadu)",Ministry of Railways,2008-07,2025-09,2028-03,3631,3631,1298.17,16.75,2026-05,FlashReport_May2026.pdf
657,616857,,7099,Doubling between Motumari Vishnupuram - 88.81 Km and Rail over Rail - RoR at Motumari - 10.877 Km,"Multi-States (Andhra Pradesh, Telangana)",South Central Railway [SCR] - II,2024-02,2029-03,,1595.55,1595.55,264.89,2.05,2026-05,FlashReport_May2026.pdf
658,617211,,7584,Doubling of Guntur Bibinagar 239 Km,"Multi-States (Andhra Pradesh, Telangana)",South Central Railway [SCR] - II,2023-08,2029-03,,2853.23,2853.23,357.74,2.6,2026-05,FlashReport_May2026.pdf
659,617214,,7544,Rail Connectivity to Errupalem Amravati Namburu 57 Km,"Multi-States (Andhra Pradesh, Telangana)",South Central Railway [SCR] - II,2024-11,2027-03,,2047.4,2047.4,208.57,0.17,2026-05,FlashReport_May2026.pdf
660,705612,N22000261,2087,Kazipet-Vijayawada 3rd line with electrification [220 km],"Multi-States (Andhra Pradesh, Telangana)",South Central Railway [SCR] - II,2013-03,2025-02,2025-12,1953,3363,5192.51,95.02,2026-05,FlashReport_May2026.pdf
661,705632,N22000586,2000,Vijayawada - Kazipet Byepass line,"Multi-States (Andhra Pradesh, Telangana)",South Central Railway [SCR] - II,2016-04,2025-01,2025-12,647,904,1249.39,93.6,2026-05,FlashReport_May2026.pdf
662,705401,N22000208,2273,Murkongselek-Pasighat,"Multi-States (Arunachal Pradesh, Assam)",Northeast Frontier Railway [NFR] - II,2011-02,2025-03,2026-12,435,1250,867.76,70,2026-05,FlashReport_May2026.pdf
663,705394,,1521,Tetlia-Byrnihat New Railway Line,"Multi-States (Assam, Meghalaya)",Northeast Frontier Railway [NFR],2010-08,2011-11,2027-06,1304.62,1304.62,1258.8,86.16,2026-05,FlashReport_May2026.pdf
664,616701,,7078,Lumding Furkating Doubling Project 140 km,"Multi-States (Assam, Nagaland)",Northeast Frontier Railway [NFR],2024-02,2028-02,,2123.7,2123.7,141.06,12.5,2026-05,FlashReport_May2026.pdf
